# z   ,    O[III] EW / O[II] EW
     0.818137,     0.467720
     0.817886,     -1287.17
      1.36338,     -141.904
      1.36534,     -374.529
     0.932711,     -341.555
     0.936475,     -195.159
     0.914280,     -317.855
      1.40747,     -282.104
      1.09943,     -261.707
      1.33412,     -93.3731
     0.851746,     -319.756
      1.17582,     -215.766
     0.817690,     0.970698
      1.33452,     -347.830
     0.950071,     -206.773
      1.12424,     -68.5053
      1.12645,     -162.339
     0.783036,     0.531928
      1.11927,     -243.639
     0.983511,     -168.199
     0.949478,     -257.546
     0.832094,     -305.848
      1.12115,     -311.249
     0.949196,     -554.082
      1.06454,     -114.885
      1.24897,     -140.547
      1.05239,     -165.090
      1.21186,     -107.441
     0.901297,     -327.532
     0.833493,     -334.120
     0.985735,     -428.439
     0.984255,     -484.438
     0.984567,     -484.438
      1.19807,     -106.854
      1.19948,     -142.203
      1.05687,     -213.864
      1.37125,     -138.440
     0.772330,     0.511374
     0.953809,     -356.239
     0.835028,     -375.085
     0.905030,     -745.677
     0.808230,     -436.126
      1.21026,     -173.251
     0.984666,     -925.297
     0.980238,     -274.053
      1.24605,     -101.817
      1.01344,     -145.694
     0.918670,     -245.802
      1.20479,     -302.204
      1.08157,     -181.061
     0.766464,     0.384193
     0.960752,     -150.816
     0.959893,     -188.791
      1.04941,     -521.362
     0.913824,     -501.109
     0.779736,     0.525699
      1.03902,     -141.239
      1.16909,     -300.642
     0.820511,     -834.458
     0.771032,     0.598601
     0.808234,      2.07778
      1.20367,     -87.3764
     0.981586,     -310.334
     0.823512,     -676.138
      1.27119,     -120.358
      1.19469,     -258.603
      1.19180,     -231.583
      1.19104,     -124.597
      1.01435,     -100.715
      1.19223,     -214.977
      1.23180,     -499.833
     0.736684,     0.817401
      1.19391,     -166.077
     0.808368,     0.284675
      1.19235,     -82.5842
     0.781407,     0.175035
      1.02494,     -266.927
      1.19879,     -472.196
     0.835333,     -289.277
     0.976313,     -179.036
      1.19705,     -544.970
     0.854398,     -159.273
     0.820177,     -168.282
     0.745066,      2.33676
      1.11280,     -249.564
      1.19294,     -398.780
      1.03718,     -213.048
     0.980333,     -309.335
     0.819355,      3.42693
     0.781621,     0.305993
     0.964553,     -150.393
      1.00873,     -355.471
      1.33785,     -558.528
      1.19105,     -343.374
     0.914925,     -217.679
     0.900812,     -198.920
      1.33625,     -166.158
     0.900701,     -169.301
      1.33245,     -151.876
     0.902064,     -107.972
     0.900959,     -284.404
      1.19168,     -404.883
      1.24662,     -136.094
      1.19288,     -278.418
      1.28637,     -90.2861
      1.19236,     -180.932
     0.954633,     -202.800
     0.790911,     0.215974
      1.39651,     -185.024
      1.07999,     -336.254
     0.892525,     -221.636
     0.944535,     -270.643
     0.993701,     -184.923
     0.994167,     -118.111
      1.01535,     -269.399
      1.16921,     -750.207
      1.08586,     -344.382
     0.791363,     0.191918
      1.01260,     -345.295
      1.19598,     -267.344
      1.23037,     -291.222
      1.35969,     -191.793
     0.755582,     0.345704
      1.22729,     -95.5498
      1.39775,     -191.097
     0.807070,     -202.948
      1.21374,     -216.072
     0.821458,     -877.144
     0.806806,     -444.004
     0.970564,     -284.469
      1.09636,     -285.039
      1.25520,     -187.820
     0.807380,     -606.908
      1.01371,     -388.263
     0.768420,     0.431155
      1.01088,     -344.894
      1.19313,     -127.224
      1.09528,     -205.254
     0.780630,    0.0722242
     0.780850,      1.22637
      1.34692,     -82.5077
      1.35985,     -297.731
      1.01061,     -503.582
     0.769440,     0.600603
      1.00488,     -462.574
      1.22743,     -413.708
      1.18982,     -198.021
      1.01329,     -107.872
     0.971093,     -715.316
     0.780811,     -235.078
      1.09843,     -1021.99
      1.09357,     -199.419
      1.39931,     -150.439
      1.19009,     -159.033
     0.779267,     0.130520
     0.970351,     -349.930
      1.19034,     -503.811
      1.18201,     -259.631
      1.03107,     -356.253
      1.10999,     -327.463
      1.02330,     -151.564
     0.963311,     -263.539
     0.881531,     -610.503
     0.756749,     0.557097
      1.27821,     -174.689
      1.25510,     -296.685
     0.962815,     -189.244
     0.987574,     -239.242
      1.09051,     -97.3194
      1.03834,     -307.065
     0.781257,     -320.514
      1.08946,     -99.4776
      1.27752,     -154.950
     0.976810,     -806.627
      1.20106,     -316.623
     0.786807,     -215.994
     0.951983,     -124.762
     0.915643,     -451.157
     0.951612,     -144.932
     0.977029,     -443.625
     0.804917,     -136.402
      1.41703,     -193.006
     0.937272,     -308.466
      1.36145,     -171.838
      1.12488,     -176.607
      1.21980,     -257.358
     0.746871,     -75.1630
     0.911825,     -741.804
      1.12554,     -142.680
     0.992557,     -208.769
      1.00773,     -284.138
      1.01267,     -340.372
      1.07347,     -195.599
     0.822930,     -193.085
      1.21671,     -118.203
     0.984569,     -238.729
     0.972452,     -119.931
     0.826750,     -189.915
     0.993390,     -514.675
      1.00733,     -388.240
      1.25897,     -263.616
     0.917814,     -251.071
      1.27453,     -1556.68
     0.983709,     -177.125
     0.983853,     -247.876
      1.39073,     -178.552
     0.867060,     -158.420
     0.907541,     -300.207
     0.912946,     -193.982
      1.38830,     -165.836
      1.10055,     -150.758
     0.740011,    0.0905810
     0.748503,   -0.0478394
     0.730855,     0.414380
     0.746830,     0.341279
      1.22860,     -554.076
     0.790933,     0.270776
     0.771294,     0.445005
     0.746206,      1.12674
      1.05876,     -103.721
      1.17162,     -126.726
      1.18595,     -768.122
     0.769512,     0.233594
      1.01029,     -278.154
     0.882083,     -158.546
     0.914577,     -146.080
      1.09699,     -310.415
      1.22847,     -206.927
     0.821310,     -241.790
      1.28320,     -379.971
     0.755528,     0.215344
     0.976772,     -1046.09
      1.17610,     -180.512
     0.806850,     0.516323
     0.767691,     0.688111
      1.03210,     -140.804
      1.17304,     -262.533
     0.979112,     -204.338
     0.978750,     -633.973
     0.954710,     -196.787
      1.34940,     -462.492
      1.05216,     -305.955
      1.10660,     -1333.52
     0.768528,     0.934503
     0.754779,     0.243222
     0.841226,     -110.543
     0.970272,     -536.351
     0.893285,     -456.520
     0.745421,     0.436115
     0.970225,     -370.854
     0.896968,     -252.453
     0.786321,     0.448771
      1.27959,     -210.238
      1.04692,     -108.845
     0.930906,     -151.576
     0.768541,     0.565964
      1.25098,     -158.680
      1.09562,     -214.285
     0.782004,     0.239351
      1.39257,     -239.291
     0.845174,     -428.010
     0.950583,     -743.271
      1.04583,     -262.066
      1.02153,     -299.279
     0.768694,      1.58133
     0.974611,     -226.216
      1.04630,     -118.699
     0.950647,     -431.386
     0.780822,    0.0857843
     0.768999,      2.46922
     0.851003,     -493.332
     0.778871,     0.264603
      1.20764,     -203.019
     0.811203,     -291.877
      1.20634,     -178.436
     0.963092,     -273.347
     0.820340,     -1214.79
      1.04971,     -150.411
     0.879176,     -352.134
      1.39090,     -193.432
      1.18564,     -266.877
      1.39137,     -214.914
     0.963867,     -265.154
     0.781606,     0.468953
      1.17025,     -229.890
      1.39171,     -3083.72
     0.807127,     0.354820
     0.851125,     -222.974
     0.972048,     -289.977
     0.990754,     -388.679
     0.781081,     -289.574
      1.02959,     -273.844
     0.951520,     -207.335
     0.984910,     -387.677
      1.25805,     -267.142
     0.872436,     -257.466
     0.760069,     0.342079
      1.01382,     -171.843
      1.02997,     -170.815
     0.760560,     0.147572
     0.979958,     -183.403
     0.951264,     -487.551
     0.780312,     0.407427
     0.991429,     -130.970
      1.24008,     -287.123
     0.807994,     -298.712
      1.28460,     -79.7162
     0.950437,     -262.078
     0.917041,     -222.208
     0.806932,     0.129813
     0.781163,     0.483006
     0.848961,     -446.502
      1.27727,     -239.022
     0.995923,     -497.214
     0.820743,     0.547292
     0.762927,     0.847102
     0.745126,     0.109232
     0.958378,     -340.565
     0.820760,     -221.147
     0.991314,     -249.162
      1.22077,     -141.172
      1.38382,     -134.287
     0.986420,     -691.933
     0.907320,     -154.019
     0.991538,     -672.841
     0.751846,     -188.453
      1.28397,     -230.566
      1.26212,     -107.017
      1.24207,     -207.713
      1.17645,     -270.047
     0.871916,     -227.085
     0.741468,     0.929246
     0.742209,     0.288495
      1.03003,     -73.1205
      1.11699,     -241.416
     0.871333,     -1243.78
      1.01907,     -139.335
     0.741621,     0.296431
      1.16347,     -209.925
     0.916613,     -187.043
      1.24078,     -429.099
     0.945517,     -175.156
     0.781727,     -955.159
     0.772162,     0.608972
     0.917228,     -506.077
      1.10233,     -220.276
      1.41614,     -173.123
     0.744694,     0.284650
      1.11365,     -343.178
      1.14034,     -97.5081
     0.986722,     -620.987
     0.819732,     -218.184
      1.06205,     -411.503
      1.23415,     -659.476
     0.747492,      1.57707
      1.11559,     -411.196
     0.743504,      1.67888
     0.754372,     0.216908
      1.11273,     -185.856
     0.768627,     0.972660
     0.986929,     -215.614
      1.24144,     -162.960
      1.38892,     -201.669
     0.959476,     -222.339
     0.781551,    0.0755679
      1.28180,     -162.877
     0.964713,     -120.768
      1.09467,     -182.980
      1.39085,     -219.883
     0.821972,     0.448424
     0.974375,     -273.031
      1.03518,     -170.349
      1.39154,     -148.819
     0.821903,     -216.585
     0.955241,     -195.363
      1.09501,     -165.167
     0.897433,     -211.705
      1.27382,     -307.467
      1.09631,     -546.736
     0.969623,     -146.632
     0.807705,     0.239947
      1.23497,     -798.735
      1.23397,     -226.833
     0.827008,     -108.781
      1.17920,     -658.294
     0.973934,     -449.798
     0.807618,     0.215109
     0.768095,     0.390267
      1.28412,     -312.939
      1.23306,     -129.053
      1.04946,     -321.547
     0.896241,     -146.328
     0.971157,     -231.689
      1.27115,     -153.016
     0.970202,     -118.367
      1.24130,     -123.061
     0.845651,     -771.029
      1.11498,     -206.781
      1.04348,     -157.686
