# z      ,        O[II] EW
     0.778529,      21.4052
      1.20588,      75.5577
      1.27387,      32.3258
     0.982543,      40.3262
      1.20712,      34.2799
      1.13729,      34.1758
      1.01190,      38.7308
     0.845402,      30.3784
      1.12659,      55.3018
     0.775502,      16.8094
     0.919237,      19.2624
     0.779172,      10.4560
     0.782040,      19.5877
      1.00428,      58.0735
     0.932896,      31.9267
      1.06418,      79.6741
      1.21124,      47.1410
     0.805913,      15.0416
     0.934226,      66.9001
      1.06065,      55.8771
     0.766090,      30.9964
      1.34846,      118.525
      1.03871,      56.1982
      1.35280,      49.7099
     0.903903,      40.4255
      1.02802,      32.2219
     0.990577,      44.4636
      1.00722,      84.4205
      1.28557,      18.2058
      1.14323,      43.5265
      1.21177,      35.6738
      1.28681,      46.6947
      1.00576,      24.1466
     0.951957,      26.2910
     0.925431,      40.0385
      1.02795,      46.1854
      1.18647,      63.5489
     0.984378,      49.8615
     0.782644,      46.8668
      1.11637,      71.3587
     0.854630,      25.5768
      1.18542,      21.5627
     0.804281,      32.7798
      1.10445,      22.6742
     0.797649,      17.5523
     0.765212,      31.6704
     0.804527,      34.5302
      1.28775,      41.0497
      1.07210,      46.5799
      1.01074,      21.8157
     0.785952,      28.9319
     0.765052,      36.9407
      1.25776,      40.7623
     0.854792,      8.45246
      1.13180,      7.48728
     0.983810,      26.0203
      1.01193,      53.9441
     0.945834,      78.1454
     0.993573,      55.2255
     0.993763,      55.2255
     0.783230,      73.8480
     0.936135,      14.9401
      1.27308,      37.3965
     0.787787,      60.2106
     0.787719,      60.2106
     0.993638,      52.3076
      1.21263,      15.7887
     0.945542,      66.1374
      1.28769,      64.4412
     0.945620,      55.7534
     0.802857,      21.8938
     0.802724,      21.8938
     0.797798,      50.3144
     0.773438,      23.4431
     0.992740,      11.0804
     0.926420,      60.5893
      1.00796,      40.9317
     0.804243,      10.7184
     0.926190,      73.5711
      1.01290,      59.5369
     0.747370,      34.3825
      1.07722,      71.7443
     0.844992,      73.1777
     0.820347,      22.9122
     0.820384,      22.9122
     0.800892,      30.6592
     0.785690,      16.9548
     0.786581,      53.4529
      1.00902,      24.0090
      1.15030,      26.1371
     0.848626,      26.1386
     0.804312,      63.7836
     0.989843,      103.447
      1.34561,      24.2490
      1.03944,      40.6447
     0.850552,      44.9881
      1.01477,      33.1397
      1.34592,      51.4949
     0.955771,      45.7316
      1.42472,      55.6440
      1.10627,      41.9392
      1.35547,      75.0671
      1.35629,      49.9738
     0.923151,      24.0604
      1.40592,      69.0489
      1.22731,      35.5521
     0.770396,      52.7906
      1.18173,      62.2201
     0.940434,      43.6940
      1.01179,      24.6224
      1.01309,      83.4392
      1.12498,      59.3625
     0.940547,      73.3218
     0.789400,      24.6756
     0.790756,      27.9163
      1.10675,      66.6142
     0.781154,      58.6860
      1.30295,      54.9560
      1.10667,      92.9164
      1.36877,      73.3292
     0.975959,      45.9810
     0.789009,      55.3133
      1.36981,      50.0735
      1.42550,      72.9839
     0.920741,      43.7748
      1.01355,      26.4540
      1.07673,      43.8150
     0.833855,      38.5614
      1.01647,      97.5465
      1.05165,      32.4273
     0.780477,      56.6010
      1.01502,      15.3898
      1.33460,      54.1356
      1.32557,      17.9423
      1.18958,      30.4427
     0.933865,      56.7186
      1.29943,      23.7682
     0.872445,      35.1099
      1.23399,      19.0470
      1.01846,      67.0672
     0.867498,      13.6991
      1.30338,      26.6328
     0.815938,      29.2289
      1.02771,      99.7883
      1.18866,      61.6765
      1.06858,      156.872
      1.01093,      74.6022
      1.11997,      45.5841
      1.22361,      62.2591
     0.969838,      72.5874
      1.00210,      27.2822
     0.982291,      19.4012
      1.10388,      41.3082
      1.00261,      17.1638
      1.21697,      60.7422
      1.02923,      51.6897
     0.721378,      125.899
      1.35552,      99.3004
     0.933524,      54.8953
      1.02737,      15.3885
     0.891641,      63.8291
     0.973921,      107.262
      1.21064,      17.5917
     0.900540,      48.9310
     0.789586,      43.2135
     0.803759,      28.3727
      1.00917,      51.9469
     0.934982,      49.2054
      1.04993,      70.0644
      1.26257,      22.0460
     0.952227,      55.4404
     0.935615,      21.7955
      1.13652,      64.7055
     0.951895,      11.0445
     0.951961,      29.3972
     0.803095,      44.8577
      1.12710,      39.9274
     0.933446,      12.8146
      1.15306,      16.4274
     0.866674,      8.78907
      1.01991,      33.9572
      1.01137,      36.8562
      1.04653,      36.4739
      1.11028,      54.9687
     0.887749,      103.104
     0.764770,      53.8711
      1.01117,      51.7926
      1.26395,      61.1671
      1.30165,      82.9418
      1.13177,      117.229
     0.789837,      35.6026
     0.855125,      61.9392
     0.805191,      10.1383
      1.30137,      51.1862
     0.984762,      20.7532
     0.781058,      26.8464
     0.973183,      23.0320
     0.804842,      50.4031
     0.777108,      64.0599
      1.21379,      106.863
      1.15141,      119.392
      1.00568,      31.5310
     0.781418,      39.0600
      1.18638,      62.3976
      1.25134,      47.5385
      1.15107,      36.9581
      1.18556,      45.0859
     0.747774,      38.4987
      1.14443,      21.4169
     0.855754,      30.2038
     0.879351,      24.9485
     0.944853,      112.408
     0.786756,      52.8134
     0.786729,      52.8134
     0.803559,      38.8037
     0.833733,      59.7868
     0.833739,      59.7868
      1.31849,      56.9248
      1.31849,      56.9248
     0.794928,      84.3694
     0.794918,      84.3694
     0.934543,      30.8021
     0.819015,      24.7611
     0.818878,      24.7611
     0.747115,      30.9093
     0.745809,      41.8867
      1.34723,      38.6917
     0.787124,      29.6315
     0.800496,      42.7170
      1.06270,      60.0975
     0.800772,      10.2997
     0.750241,      11.1797
      1.09400,      42.8878
      1.09374,      42.8878
      1.00324,      35.6598
     0.786518,      34.0405
      1.45327,      107.890
     0.778328,      63.6031
     0.788621,      52.8577
      1.27251,      19.2514
     0.799018,      33.5583
     0.783145,      7.39844
     0.791702,      49.6236
     0.781878,      11.6680
     0.935713,      25.5856
     0.799559,      36.2381
      1.34893,      50.2279
      1.26940,      43.0727
      1.26973,      43.0727
     0.923885,      83.8611
      1.20414,      23.0817
      1.12490,      60.9291
      1.12489,      60.9291
      1.21611,      67.5077
      1.21635,      67.5077
     0.871354,      53.6005
      1.20741,      12.9902
     0.805550,      45.8107
     0.883266,      83.4410
     0.883223,      83.4410
      1.34635,      75.2596
     0.789889,      34.4425
      1.34617,      28.5611
      1.19983,      50.9653
     0.791933,      41.3943
     0.902428,      30.0873
     0.902302,      30.0873
     0.770127,      44.3752
     0.771190,      51.4036
      1.25947,      72.9233
      1.21466,      80.0493
      1.01205,      50.0484
      1.01196,      50.0484
      1.29042,      37.9849
     0.849482,      45.7248
     0.990546,      61.9432
     0.870745,      45.1407
      1.03886,      20.0298
      1.27304,      73.2203
      1.22520,      24.7813
     0.883203,      70.5742
      1.14583,      66.1563
      1.14598,      66.1563
     0.919548,      12.0970
      1.05238,      52.1305
      1.05237,      52.1305
      1.05207,      47.6441
      1.05155,      47.6441
      1.03874,      17.9271
     0.790856,      48.7528
      1.19956,      56.7112
      1.21258,      8.03978
     0.985915,      103.629
      1.18184,      57.7744
      1.15499,      17.0105
      1.21288,      11.9309
      1.00653,      31.7851
     0.985763,      109.398
      1.19624,      28.3625
     0.921178,      33.3998
     0.921156,      33.3998
     0.921643,      60.8915
      1.16188,      43.0990
     0.871579,      40.0727
     0.788957,      35.6416
     0.937796,      32.0148
      1.25975,      63.9085
      1.17584,      10.2454
     0.975688,      52.6453
      1.11031,      39.5259
      1.11030,      39.5259
     0.936906,      60.6886
     0.803095,      29.2302
     0.803533,      29.2302
      1.37937,      32.6278
     0.834055,      25.1057
      1.26068,      31.0935
      1.26074,      31.0935
     0.873036,      7.65639
     0.872733,      7.65639
     0.849514,      53.8796
      1.22913,      47.4352
     0.764928,      57.9109
     0.946661,      56.5083
      1.11748,      49.1617
      1.11752,      49.1617
      1.18284,      55.6751
     0.779293,      18.9608
      1.41002,      95.8564
      1.19950,      20.4798
     0.836992,      34.3454
     0.934331,      32.4887
     0.867260,      36.8425
     0.833615,      34.2361
      1.00325,      76.7959
      1.00354,      76.7959
      1.20522,      32.4615
      1.12588,      25.0380
      1.02160,      39.8124
     0.778862,      20.4500
      1.17895,      63.3417
      1.22295,      98.2048
      1.01200,      22.1637
      1.13125,      65.3325
      1.28165,      47.1737
     0.856461,      16.8692
      1.35014,      105.788
      1.35022,      105.788
      1.02723,      89.3165
      1.02724,      89.3165
      1.36971,      26.3118
     0.932530,      55.3446
     0.779088,      37.5932
     0.981412,      53.7130
      1.23354,      32.3978
      1.05556,      76.8428
     0.815952,      20.9774
      1.02640,      49.1316
     0.934429,      66.5491
      1.12249,      57.1039
     0.841815,      76.4514
      1.35768,      60.0742
     0.857792,      5.84670
      1.02663,      39.5424
     0.982517,      41.3042
      1.28198,      48.0666
      1.02615,      81.1007
     0.810862,      51.8612
      1.35589,      45.6927
     0.969863,      24.3349
     0.889624,      39.0516
     0.814843,      45.1183
      1.02538,      21.2995
     0.872555,      95.7267
     0.873198,      40.6102
     0.793178,      50.2108
      1.28444,      13.3512
      1.28326,      13.3512
      1.35151,      72.0564
      1.22328,      66.4440
     0.873961,      19.1632
     0.897687,      7.33224
      1.02625,      12.8466
     0.792890,      34.2491
      1.15763,      35.5702
     0.804966,      46.5930
     0.805461,      46.5930
      1.21346,      53.3140
      1.21349,      47.6443
      1.21429,      47.6443
      1.03938,      34.1236
     0.890171,      30.8546
      1.04839,      71.8621
     0.980825,      58.8283
      1.01164,      73.7351
     0.922066,      54.9170
     0.980848,      21.3111
     0.790583,      28.1374
     0.775187,      59.7374
     0.937195,      38.1986
     0.936496,      38.1986
     0.848242,      38.4325
      1.21263,      94.7179
      1.18641,      35.5939
      1.06229,      38.5063
     0.951440,      37.3177
      1.22164,      33.6555
      1.22161,      33.6555
      1.21278,      25.9231
      1.20764,      23.9376
     0.848922,      22.1118
      1.21326,      34.1578
      1.01280,      27.8922
      1.10640,      32.6384
      1.21355,      54.0166
     0.789764,      25.1620
      1.12273,      48.4793
      1.21475,      22.3347
     0.973847,      34.0782
      1.34175,      44.3653
      1.09346,      44.2067
      1.09344,      44.2067
     0.789547,      72.8338
     0.848620,      20.3785
     0.848744,      12.9861
      1.26151,      56.7967
      1.13576,      28.0065
     0.790340,      36.9919
      1.26956,      45.9922
      1.27101,      45.9922
      1.27029,      26.2112
     0.820336,      34.0012
      1.09649,      71.5262
      1.04978,      42.4266
      1.04950,      42.4266
     0.778002,      31.5206
      1.12817,      23.1591
      1.30170,      49.6048
     0.855021,      52.7145
      1.15072,      19.2050
     0.934385,      17.4297
      1.10938,      30.2167
      1.36809,      47.7107
      1.11445,      55.9189
     0.858666,      78.9581
      1.26115,      37.4291
      1.15175,      93.4912
     0.748449,      56.1560
      1.12971,      21.2901
     0.798706,      36.3040
     0.881519,      64.5008
     0.788802,      66.2382
      1.09831,      57.4490
      1.09901,      45.7112
     0.832798,      65.8323
      1.36877,      23.8869
     0.771208,      52.4019
     0.864120,      20.8064
      1.23044,      38.2676
     0.908377,      72.7475
      1.03908,      35.1663
      1.21378,      56.8413
     0.797293,      62.9601
     0.814152,      24.4075
      1.21273,      46.7429
     0.806453,      42.4674
     0.779065,      8.51271
     0.762365,      26.3292
      1.00795,      102.648
      1.22628,      48.2728
     0.807536,      47.3253
      1.01392,      90.1292
     0.903844,      48.2939
     0.818874,      14.4642
     0.778278,      30.2710
     0.803659,      31.6401
     0.814261,      27.9749
      1.45092,      36.3431
     0.984687,      18.2901
     0.833224,      14.4674
      1.00750,      62.5286
      1.25901,      34.3670
      1.19584,      45.7012
      1.01643,      34.9706
      1.21257,      42.7880
     0.775881,      38.2615
     0.948745,      44.0649
     0.817387,      67.2149
      1.17540,      45.0917
      1.22762,      69.0702
      1.12795,      30.1919
      1.17465,      23.3255
     0.850505,      21.2646
      1.29229,      126.804
      1.22728,      25.9015
     0.773217,      86.8564
      1.01698,      74.7467
     0.985904,      29.2891
      1.12674,      52.3740
     0.763567,      71.6768
     0.778615,      24.8775
      1.01796,      13.2883
     0.817149,      36.5506
     0.817092,      52.1558
     0.985902,      49.3558
      1.17643,      56.2407
     0.948297,      38.0830
     0.777902,      54.6725
      1.01262,      46.2321
      1.01350,      39.5121
      1.06894,      34.1279
     0.832268,      20.1683
      1.00436,      14.1373
      1.20305,      40.7486
     0.931824,      15.2362
      1.11644,      34.6729
     0.895936,      35.2105
      1.22156,      38.9527
     0.831927,      14.5739
     0.932514,      44.0925
     0.931202,      23.2408
     0.746679,      39.3923
     0.913429,      24.7111
     0.842729,      95.5836
     0.903754,      48.7042
     0.942514,      44.6813
      1.32562,      145.451
     0.983150,      51.6231
     0.936010,      35.9968
      1.21035,      79.9985
     0.836815,      30.8929
     0.984620,      35.1571
     0.911353,      53.8475
     0.800194,      101.694
     0.833229,      24.9550
      1.06665,      32.6241
     0.763943,      56.9858
     0.841232,      28.3122
     0.857749,      39.3665
      1.36015,      50.2049
     0.980195,      56.5518
     0.851135,      59.1435
      1.13125,      18.7196
      1.36235,      40.0432
     0.858523,      36.0090
     0.813363,      25.0149
      1.13674,      39.8970
     0.933962,      96.6122
     0.841474,      20.7430
     0.791025,      21.6710
      1.05912,      71.7195
      1.04221,      62.6474
     0.872393,      15.6612
     0.844814,      29.3576
     0.978940,      33.8185
     0.791397,      19.5163
     0.842696,      29.5752
      1.22234,      69.8175
     0.841402,      20.8105
     0.790511,      75.8869
     0.843836,      27.7055
     0.860001,      35.2712
     0.792463,      8.68045
     0.847437,      29.0479
     0.857491,      13.7451
      1.04817,      64.6244
     0.858598,      55.9159
      1.22226,      17.0819
     0.860753,      93.3954
     0.764973,      11.9612
     0.790077,      46.8603
      1.26173,      50.6716
     0.790089,      39.5008
     0.857041,      42.6109
      1.21682,      47.1738
      1.01133,      84.0309
      1.05496,      37.8036
      1.00982,      66.6608
     0.939429,      51.2087
      1.21450,      27.1890
     0.848209,      36.2866
      1.01266,      56.6246
     0.939746,      28.7203
     0.791445,      26.1495
     0.863353,      27.6549
     0.848292,      12.5448
     0.820412,      12.0272
      1.21257,      71.5769
     0.988243,      38.2370
      1.18458,      28.8758
     0.901103,      38.8251
      1.06296,      45.9962
     0.854743,      63.6005
     0.762455,      26.4164
     0.868195,      32.2261
     0.792466,      53.1514
      1.02543,      34.5356
      1.10736,      60.1415
      1.21591,      68.3031
      1.38007,      46.2369
     0.871719,      13.3662
     0.872474,      84.3165
      1.04792,      68.2589
      1.04797,      144.977
      1.04819,      18.7263
      1.18647,      16.4799
      1.10789,      115.504
      1.18308,      22.2111
     0.843577,      35.1956
      1.30160,      31.6250
      1.18414,      23.6536
      1.06411,      40.6033
     0.791345,      41.0210
      1.30265,      63.7125
      1.13566,      42.9946
      1.29129,      46.1337
     0.991412,      36.9035
      1.10307,      68.1437
     0.932444,      37.8294
     0.991348,      51.9532
     0.933895,      27.5233
      1.22810,      15.9806
      1.20293,      23.0318
     0.843750,      18.6746
      1.10940,      37.3382
      1.10938,      37.3382
     0.991170,      39.4502
     0.991123,      39.4502
     0.992701,      19.8373
     0.789290,      29.6279
     0.821070,      49.5911
     0.820846,      49.5911
     0.745416,      11.1088
     0.745453,      11.1088
     0.938482,      41.6414
     0.938722,      41.6414
     0.856689,      30.3610
     0.935325,      54.2707
     0.935140,      54.2707
     0.925409,      38.0378
     0.748046,      21.0318
     0.746591,      31.7080
      1.07988,      62.7331
     0.985442,      55.0020
      1.07796,      114.409
      1.06961,      50.4872
      1.06965,      50.4872
      1.07813,      24.1370
     0.935063,      26.1744
     0.791394,      12.1240
     0.775830,      65.2809
     0.795529,      23.1577
     0.824959,      17.1886
      1.18236,      13.3611
     0.817829,      14.8863
     0.819237,      20.7713
     0.818410,      31.7026
     0.983667,      39.6843
     0.983958,      80.3688
     0.803968,      71.0494
     0.984069,      21.3182
     0.742436,      25.6619
      1.17773,      61.1007
      1.42894,      66.9658
      1.00624,      65.5533
      1.10692,      22.7618
     0.909083,      25.8676
     0.831168,      20.7351
     0.929175,      19.8615
     0.901523,      70.1814
     0.928389,      24.8105
     0.982853,      25.1988
     0.826818,      59.9808
      1.21389,      32.3576
      1.17022,      124.244
     0.984375,      56.0043
      1.38953,      69.3519
     0.790383,      44.9759
      1.06968,      81.6442
     0.931402,      4.14126
      1.20911,      26.9072
     0.766158,      6.70593
     0.826609,      39.2504
      1.29197,      32.1715
     0.886762,      42.4755
     0.717301,      26.0420
      1.22010,      22.7570
      1.01770,      41.5323
      1.01443,      55.2066
     0.767061,      29.4810
     0.945725,      27.8828
     0.767461,      97.3627
     0.946400,      52.0037
      1.16128,      53.6047
     0.945801,      54.0820
     0.895678,      35.3062
      1.01456,      15.6486
      1.25837,      35.4963
      1.25520,      30.6159
      1.10987,      31.2319
     0.930550,      40.7950
     0.848857,      26.5373
      1.30488,      60.5837
     0.814768,      36.1228
      1.30128,      45.8683
      1.42452,      89.3111
     0.936085,      79.2806
     0.956343,      49.3731
      1.01131,      17.6484
      1.01445,      50.5082
      1.16172,      56.7957
      1.17469,      58.1468
     0.923010,      29.8883
      1.01604,      49.7894
     0.934178,      37.8081
      1.15980,      98.3980
      1.03859,      34.1062
     0.954204,      121.752
     0.929419,      35.3469
      1.12794,      36.0630
     0.849681,      67.7005
     0.790871,      25.5120
     0.767722,      36.3856
     0.833102,      45.2549
      1.10431,      52.2189
      1.36128,      62.3337
      1.01264,      45.6947
      1.11158,      83.9082
      1.28539,      55.0953
     0.722905,      28.0521
     0.873335,      58.7303
     0.901018,      33.2083
     0.922109,      30.5455
     0.954504,      24.9473
     0.832712,      24.2236
      1.12425,      40.6804
     0.767551,      11.1227
      1.01267,      51.8681
     0.979892,      35.7014
      1.36311,      40.9116
     0.804814,      39.7883
     0.921720,      67.6116
      1.10471,      35.8451
     0.979123,      40.0212
      1.20889,      28.9453
     0.878944,      48.7517
      1.35831,      81.2143
      1.36812,      43.9329
      1.35619,      68.6281
     0.999022,      39.7279
      1.12873,      27.6955
      1.28670,      8.18805
     0.792672,      39.3590
     0.894898,      29.7641
     0.852620,      50.7083
     0.833259,      19.3428
      1.35791,      44.2069
      1.10185,      77.3638
      1.28559,      18.5534
     0.816565,      38.7976
     0.986948,      24.1353
      1.18107,      31.8910
      1.35669,      96.1738
      1.29728,      33.7487
      1.06081,      48.2143
      1.12744,      23.7481
     0.850767,      79.8357
      1.06259,      21.2581
      1.01837,      57.2591
     0.949694,      64.5988
     0.860456,      79.1739
      1.01201,      9.13648
     0.835338,      31.9248
      1.07280,      38.9377
     0.834996,      36.9225
     0.791892,      13.6009
     0.789883,      49.2218
     0.892353,      29.5767
      1.07385,      62.0390
      1.29481,      62.9678
      1.02121,      7.46450
      1.07260,      30.3410
     0.833252,      41.1687
      1.18560,      64.5801
      1.21869,      47.4996
      1.10865,      56.0089
      1.01154,      52.5667
     0.985946,      16.1777
     0.763444,      81.6361
     0.958043,      29.9364
     0.957938,      67.4583
     0.902538,      44.6917
     0.840269,      54.8445
     0.847904,      37.5703
     0.858774,      63.5975
      1.28447,      64.9032
     0.846547,      79.1893
     0.764698,      41.0131
     0.902921,      67.8474
      1.28905,      14.7937
     0.848993,      10.4083
     0.973353,      44.0336
     0.855071,      68.7334
      1.28416,      63.8166
     0.899076,      25.2557
     0.820778,      30.3477
     0.950573,      47.4298
     0.846897,      36.5739
     0.794503,      17.9229
     0.867826,      33.0027
     0.874009,      51.7852
      1.29769,      54.6931
      1.04095,      54.6126
     0.764618,      47.3812
     0.857719,      76.6995
     0.954198,      33.9739
     0.951769,      52.5286
     0.934460,      34.9209
      1.02915,      54.2393
     0.952152,      39.7134
      1.29108,      83.6664
     0.951788,      39.0778
      1.47062,      34.8120
     0.820918,      69.2178
      1.00875,      35.3942
      1.14780,      64.8897
     0.987583,      25.2294
     0.857302,      65.0198
     0.857471,      65.0198
     0.869235,      31.8108
     0.989801,      41.8086
      1.41508,      44.9746
     0.814684,      30.0109
     0.855758,      40.8598
     0.899354,      64.3159
     0.902910,      36.4699
      1.19012,      79.2554
      1.14962,      14.8798
      1.14935,      14.8798
     0.857064,      68.5242
     0.856903,      68.5242
     0.789562,      26.6109
     0.991723,      8.17300
     0.769261,      44.2669
     0.989486,      75.2796
      1.15186,      41.1795
     0.789681,      36.0755
     0.789899,      36.0755
     0.991482,      8.96226
      1.01797,      23.8772
     0.856868,      18.3618
      1.13096,      85.0325
     0.792456,      13.0472
     0.792437,      19.8286
     0.936493,      41.8498
     0.794215,      54.2656
     0.923969,      47.6886
     0.875392,      24.0795
     0.875809,      24.0795
     0.923184,      41.5129
     0.793022,      20.8368
      1.14134,      39.3845
      1.23692,      34.9207
      1.29122,      39.4583
      1.22147,      76.4532
      1.29276,      90.7551
      1.10575,      24.0060
     0.819563,      64.0435
      1.19894,      54.4243
      1.23042,      56.8614
      1.18772,      90.2912
     0.804587,      14.7886
      1.17392,      60.1661
      1.32002,      75.4599
      1.02061,      9.31838
     0.805059,      99.3784
     0.820953,      24.3102
     0.804898,      29.6417
      1.25837,      34.7059
      1.43461,      94.1877
     0.984018,      50.1748
      1.20768,      49.9711
      1.01306,      46.1134
      1.17400,      34.8658
      1.18704,      54.5393
     0.937811,      39.9456
     0.984917,      17.4734
     0.937593,      41.5393
      1.06779,      117.373
     0.999573,      30.3808
     0.805583,      32.9453
      1.21036,      16.3738
      1.02139,      36.9944
      1.18475,      54.4523
     0.804644,      36.5754
     0.800309,      71.5809
     0.953046,      34.4527
      1.12443,      42.5930
     0.954599,      43.0107
     0.806531,      24.3482
      1.21837,      24.5029
     0.804424,      27.7238
     0.764058,      28.4208
      1.29780,      36.7867
     0.803798,      51.2595
      1.35905,      17.9042
     0.804118,      45.2850
      1.36049,      71.5584
     0.945262,      53.4002
      1.02106,      21.1296
      1.12456,      59.7023
     0.935448,      55.7070
      1.43039,      44.5823
      1.02138,      105.157
      1.02455,      27.8979
     0.921012,      48.2527
      1.00754,      24.5574
      1.06832,      65.0655
     0.902338,      27.5302
     0.921876,      40.0125
      1.02048,      46.0815
      1.00871,      19.8756
      1.12305,      41.3356
     0.801984,      36.4109
      1.02216,      20.1298
      1.29366,      96.1218
      1.12820,      94.8289
      1.02180,      84.4566
      1.29520,      109.997
      1.02009,      44.6081
      1.04088,      43.3880
      1.02529,      24.5034
     0.802668,      49.4221
      1.00022,      47.3406
     0.941682,      54.5053
     0.941366,      56.1771
     0.887874,      33.4400
      1.08385,      87.5531
     0.940651,      37.5280
     0.984803,      81.8153
      1.16575,      21.6607
     0.978853,      12.1632
      1.12325,      56.2821
     0.941903,      42.3376
     0.804265,      32.1921
      1.03921,      22.4767
      1.04124,      31.4843
      1.29408,      68.4108
      1.36123,      50.5017
      1.28521,      47.3599
     0.953246,      46.6870
     0.997078,      41.6746
      1.03853,      51.4099
      1.10926,      22.4356
      1.10945,      46.2920
      1.28974,      109.409
      1.12684,      29.8997
     0.890227,      54.4107
      1.03482,      42.4466
      1.07299,      68.0901
     0.761849,      10.8215
     0.728030,      6.23399
      1.22612,      90.4531
      1.01103,      24.7064
      1.29091,      77.7794
      1.03999,      35.9696
     0.923218,      85.7325
      1.19050,      82.4519
      1.02369,      36.5413
     0.949893,      28.6838
     0.952909,      46.4252
      1.07269,      54.6943
      1.13307,      21.3163
      1.01321,      102.188
      1.18484,      20.3896
     0.869203,      55.1213
     0.833125,      43.9616
      1.37529,      129.238
     0.942226,      17.3302
      1.01805,      49.7256
     0.834527,      36.9924
      1.22920,      48.3474
     0.990848,      30.8172
     0.890340,      29.9709
     0.845123,      74.4659
      1.20068,      28.8634
     0.956366,      97.5973
      1.31287,      39.3246
      1.02302,      50.7745
     0.879119,      72.4235
     0.949614,      26.3747
      1.21834,      36.6513
     0.720248,      88.8613
     0.834110,      58.4007
     0.844775,      54.3572
      1.22300,      128.285
      1.20887,      26.6869
     0.867493,      57.6955
      1.19326,      44.4779
      1.22181,      29.6001
      1.22550,      33.1543
      1.02769,      39.8186
     0.949106,      18.3926
      1.18683,      35.9993
     0.758380,      33.4862
      1.04498,      44.8315
      1.10865,      59.1042
     0.836334,      21.7529
      1.07731,      69.0827
     0.922137,      36.5155
     0.973461,      24.4327
      1.10747,      61.2043
      1.10869,      14.8556
      1.18198,      44.4267
     0.848506,      78.8319
     0.921952,      33.1507
     0.898502,      58.0296
     0.836376,      34.3104
      1.18253,      40.4672
     0.745641,      69.8700
     0.745882,      52.8975
     0.838364,      5.23432
     0.836673,      8.23648
      1.08037,      81.1981
      1.06419,      38.2605
      1.34304,      25.1434
     0.923008,      39.2959
     0.778201,      50.2894
     0.998282,      16.1034
      1.15542,      44.1218
      1.14486,      42.6309
      1.07311,      27.1091
     0.886684,      39.0465
     0.987516,      36.1764
     0.822556,      46.7129
     0.889495,      62.6167
      1.10100,      63.3022
     0.849370,      40.4830
      1.14623,      52.2682
     0.987902,      44.4597
     0.926417,      94.6341
     0.764868,      36.0537
      1.28618,      64.7225
      1.00266,      35.8082
      1.19286,      48.8055
     0.936500,      43.0647
     0.907694,      51.7760
     0.929803,      36.6991
     0.903866,      56.6719
     0.981042,      16.4054
     0.974098,      57.1164
      1.32995,      67.9386
     0.978714,      31.8837
     0.828538,      44.7243
     0.967448,      74.4964
      1.22091,      48.9874
      1.00097,      60.4258
      1.21849,      72.8077
     0.984095,      33.4251
      1.11849,      47.7574
     0.803567,      32.0104
      1.02476,      35.0485
     0.934167,      32.8446
      1.12407,      18.5949
     0.980968,      38.6810
      1.15904,      52.1520
      1.12336,      46.1233
      1.12459,      79.6697
      1.20602,      39.0512
      1.00645,      97.0366
      1.36159,      82.5820
     0.949411,      65.7935
      1.04231,      48.8498
      1.12771,      42.3050
     0.829824,      17.1417
      1.02957,      57.7049
      1.02286,      37.4026
      1.13844,      88.4858
     0.936003,      25.8238
     0.943859,      33.9026
      1.28400,      40.3340
      1.18748,      28.3264
      1.28928,      59.3128
      1.11031,      52.6022
     0.822761,      72.0025
      1.05906,      10.9550
      1.04303,      74.2785
     0.814390,      47.7934
      1.20820,      26.6676
      1.22722,      21.2238
     0.940252,      15.6410
      1.04361,      23.3773
     0.998606,      93.4685
     0.896934,      23.9614
      1.00001,      56.0121
     0.719902,      5.11963
      1.02243,      10.7624
      1.04416,      63.4735
     0.974759,      39.2135
     0.950164,      54.8372
      1.19813,      62.7679
      1.20638,      37.9183
      1.00758,      41.7423
      1.15705,      29.2399
      1.20682,      69.5219
      1.20588,      65.0008
     0.975650,      36.9651
      1.00708,      37.3776
     0.990326,      78.3850
      1.02316,      62.4551
      1.18671,      74.5943
     0.931711,      9.23810
     0.918663,      69.5978
     0.865566,      39.8719
     0.940253,      39.3429
      1.18254,      89.7239
     0.939621,      41.8132
      1.22193,      70.2523
      1.02890,      30.8434
      1.22806,      25.4097
      1.04494,      18.4930
     0.775075,      27.5263
      1.15436,      38.5315
      1.22903,      35.2364
      1.03131,      63.4505
     0.898031,      33.7144
      1.01673,      42.6269
     0.949818,      85.1142
     0.990565,      126.681
     0.744824,      12.6489
     0.775699,      38.3463
     0.774295,      71.2817
     0.747011,      32.8948
      1.00318,      18.9374
     0.777213,      47.5890
     0.987786,      59.3034
      1.20355,      48.4119
      1.06764,      21.1074
     0.776488,      17.1543
     0.862294,      75.0641
      1.11901,      29.7043
      1.00855,      35.7609
      1.20363,      87.7817
      1.26477,      16.8155
      1.01277,      31.9411
      1.01317,      81.9437
      1.12994,      38.5847
      1.15357,      74.3115
     0.851018,      45.2779
     0.980504,      44.8827
      1.12733,      89.1074
      1.15745,      20.3338
      1.44803,      54.6701
     0.781713,      47.1782
      1.10814,      119.692
      1.28590,      52.3208
      1.22587,      26.3719
     0.918054,      45.5725
      1.21043,      49.3330
     0.777147,      49.9629
      1.20497,      53.6757
     0.817923,      29.5588
     0.911604,      59.4477
      1.10840,      26.7292
      1.15114,      44.8494
     0.978146,      36.8782
      1.18859,      58.8625
     0.796886,      41.3375
